left_authors,right_authors,left_title,right_title,left_keywords,right_keywords,label,id
"['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']",1,304
"['fernandes af', 'dórea jr', 'rosa gj']","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['computer vision', 'machine perception', 'medicine']",0,305
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']",['tombe r'],"['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']",0,306
"['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'machine perception', 'medicine']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",1,307
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['khan aa', 'laghari aa', 'awan sa']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']",0,308
"['sood s', 'singh h']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']",1,309
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,310
"['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']",1,311
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']",1,312
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['sood s', 'singh h']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['covid-19', 'computer vision', 'radiology']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,313
"['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,314
"['williams s', 'zhao z', 'hafeez a', 'wong dc', 'relton sd', 'fang h', 'alty je']","['vij r', 'arora s']","['the', 'discerning', 'eye', 'of', 'computer', 'vision:', 'can', 'it', 'measure', ""parkinson's"", 'finger', 'tap', 'bradykinesia?']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['artificial intelligence', 'bradykinesia', 'computer vision', 'deeplabcut', 'finger tapping', ""parkinson's disease"", 'parkinsonism']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",1,315
"['muñoz jp', 'boger r', 'dexter s', 'low r']","['luo c', 'pearson p', 'xu g', 'rich sm']","['mosquitoes', 'and', 'public', 'health:', 'improving', 'data', 'validation', 'of', 'citizen', 'science', 'contributions', 'using', 'computer', 'vision']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['citizen science', 'computer vision', 'mosquitoes', 'public health', 'vector-borne diseases']","['computer vision', 'medical entomology', 'ticks']",1,316
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['su wh', 'zhang j', 'yang c', 'page r', 'szinyei t', 'hirsch cd', 'steffenson bj']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['automatic', 'evaluation', 'of', 'wheat', 'resistance', 'to', 'fusarium', 'head', 'blight', 'using', 'dual', 'mask-rcnn', 'deep', 'learning', 'frameworks', 'in', 'computer', 'vision']","['covid-19', 'computer vision', 'radiology']","['computer vision', 'deep learning', 'fusarium head blight', 'target recognition', 'wheat spike']",0,317
"['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']",0,318
"['tripathi mk', 'maktedar dd']","['bhargava a', 'bansal a']","['a', 'role', 'of', 'computer', 'vision', 'in', 'fruits', 'and', 'vegetables', 'among', 'various', 'horticulture', 'products', 'of', 'agriculture', 'fields:', 'a', 'survey']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['agriculture', 'computer vision', 'data-analysis', 'defect detection', 'descriptor', 'monitoring', 'pre-processing', 'survey']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']",0,319
"['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']",0,320
"['deepan p', 'sudha lr']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,321
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['luo c', 'pearson p', 'xu g', 'rich sm']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['computer vision', 'medical entomology', 'ticks']",0,322
"['fernandes af', 'dórea jr', 'rosa gj']","['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']",0,323
"['fernández-carrión e', 'barasona já', 'sánchez á', 'jurado c', 'cadenas-fernández e', 'sánchez-vizcaíno jm']","['bhargava a', 'bansal a']","['computer', 'vision', 'applied', 'to', 'detect', 'lethargy', 'through', 'animal', 'motion', 'monitoring:', 'a', 'trial', 'on', 'african', 'swine', 'fever', 'inwild', 'boar']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']",0,324
"['fernandes af', 'dórea jr', 'rosa gj']","['vo tt', 'ko h', 'huh jh', 'kim y']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']",0,325
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['covid-19', 'computer vision', 'radiology']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']",0,326
"['khemasuwan d', 'sorensen js', 'colt hg']","['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']",1,327
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['adane f', 'alamneh ym', 'desta m']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,328
"['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,329
"['fernández-carrión e', 'barasona já', 'sánchez á', 'jurado c', 'cadenas-fernández e', 'sánchez-vizcaíno jm']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['computer', 'vision', 'applied', 'to', 'detect', 'lethargy', 'through', 'animal', 'motion', 'monitoring:', 'a', 'trial', 'on', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']",0,330
