Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Flag,Pair of Article,Authors_l_raw,Authors_r_raw,Title_l_raw,Title_r_raw,Keywords_l_raw,Keywords_r_raw,Sim_Prefix,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer vision syndrome', 'dry eye disease']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",0,1102,"Abudawood GA,Ashi HM,Almarzouki NK","Singh U,Srivastava A,Chauhan D,Singh A","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"computer vision syndrome,dry eye disease","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)",0.714286,0,0.08,0,0.026667
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer vision syndrome', 'dry eye disease']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']",0,1114,"Abudawood GA,Ashi HM,Almarzouki NK","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,"computer vision syndrome,dry eye disease","anemia,artificial neural network,computer vision,deep learning",0.791667,0,0.08,0,0.026667
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,1133,"Abudawood GA,Ashi HM,Almarzouki NK","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"computer vision syndrome,dry eye disease","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0.769231,0,0.08,0,0.026667
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",0,1136,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Singh U,Srivastava A,Chauhan D,Singh A",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"African swine fever,Artificial intelligence,Computer vision,Infectious disease","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)",0.740741,0,0.076923,0,0.025641
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer vision syndrome', 'dry eye disease']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']",0,1137,"Abudawood GA,Ashi HM,Almarzouki NK","FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,"computer vision syndrome,dry eye disease","African swine fever,Artificial intelligence,Computer vision,Infectious disease",0.740741,0,0.074074,0,0.024691
"['fernÃ¡ndez-carriÃ³n e', 'barasona jÃ¡', 'sÃ¡nchez Ã¡', 'jurado c', 'cadenas-fernÃ¡ndez e', 'sÃ¡nchez-vizcaÃ­no jm']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'applied', 'detect', 'lethargy', 'animal', 'motion', 'monitoring', ':', 'trial', 'african', 'swine', 'fever', 'inwild', 'boar']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['african swine fever', 'artificial intelligence', 'computer vision', 'infectious disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,1148,"FernÃ¡ndez-CarriÃ³n E,Barasona JÃ,SÃ¡nchez Ã,Jurado C,Cadenas-FernÃ¡ndez E,SÃ¡nchez-VizcaÃ­no JM","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer vision applied to detect lethargy through animal motion monitoring: A trial on african swine fever inwild boar,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","African swine fever,Artificial intelligence,Computer vision,Infectious disease","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.875,0,0.107143,0,0.035714
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",1,1181,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer vision technology in agricultural automation â€”A review,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Agricultural automation,Computer vision,Image processing,Intelligent detection","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.75,0,0.095238,0,0.031746
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['luo c', 'pearson p', 'xu g', 'rich sm']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision-based', 'approach', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision syndrome', 'dry eye disease']","['computer vision', 'medical entomology', 'ticks']",0,1182,"Abudawood GA,Ashi HM,Almarzouki NK","Luo C,Pearson P,Xu G,Rich SM","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"computer vision syndrome,dry eye disease","Computer vision,Medical entomology,Ticks",0.769231,0,0.045455,0,0.015152
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer vision syndrome', 'dry eye disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,1205,"Abudawood GA,Ashi HM,Almarzouki NK","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","computer vision syndrome,dry eye disease","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.769231,0,0.111111,0,0.037037
Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Flag,Pair of Article,Authors_l_raw,Authors_r_raw,Title_l_raw,Title_r_raw,Keywords_l_raw,Keywords_r_raw,Sim_Prefix,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
