Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Authors_raw_l,Authors_raw_r,Title_raw_l,Title_raw_r,Keywords_raw_l,Keywords_raw_r,Flag,Pair of Article,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Computer Vision Approach to Combat Lyme Disease,A Review on Computer Vision Technology for Physical Exercise Monitoring,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring",0,180,0.0,0.2,0.1,0.13
"['fernandes af', 'dórea jr', 'rosa gj']","['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","Fernandes AF,Dórea JR,Rosa GJ","Kakani V,Nguyen H,Kumar BP,Kim H,Pasupuleti VR",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,A critical review on computer vision and artificial intelligence in food industry,"automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","Artificial intelligence,Autonomous navigation,Computer vision,Sustainable food supply",0,181,0.0,0.21052631578947367,0.09090909090909091,0.12966507177033493
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['gazzah s', 'bencharef o']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Gazzah S,Bencharef O",A Computer Vision Approach to Combat Lyme Disease,A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning",0,182,0.0,0.21052631578947367,0.09090909090909091,0.12966507177033493
"['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0,183,0.0,0.22727272727272727,0.07692307692307693,0.12937062937062938
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['bhargava a', 'bansal a']","['computer', 'vision', 'technology', 'in', 'agricultural', 'automation', '—a', 'review']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","Tian H,Wang T,Liu Y,Qiao X,Li Y","Bhargava A,Bansal A",Computer vision technology in agricultural automation —A review,Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,"Agricultural automation,Computer vision,Image processing,Intelligent detection","COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning",0,184,0.0,0.16666666666666666,0.125,0.12916666666666665
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['vij r', 'arora s']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['covid-19', 'computer vision', 'radiology']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Punia R,Kumar L,Mujahid M,Rohilla R","Vij R,Arora S",Computer vision and radiology for COVID-19 detection,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"COVID-19,Computer Vision,Radiology","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",1,185,0.0,0.16666666666666666,0.125,0.12916666666666665
"['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['shao h', 'pu j', 'mu j']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Kakani V,Nguyen H,Kumar BP,Kim H,Pasupuleti VR","Shao H,Pu J,Mu J",A critical review on computer vision and artificial intelligence in food industry,Pig-posture recognition based on computer vision: Dataset and exploration,"Artificial intelligence,Autonomous navigation,Computer vision,Sustainable food supply","Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition",0,186,0.0,0.16666666666666666,0.125,0.12916666666666665
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Agriculture,Computer vision,Machine learning,Plant phenotyping","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0,188,0.0,0.16666666666666666,0.125,0.12916666666666665
"['luo c', 'pearson p', 'xu g', 'rich sm']","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'medical entomology', 'ticks']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Luo C,Pearson P,Xu G,Rich SM","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,A Review on Computer Vision Technology for Physical Exercise Monitoring,"Computer vision,Medical entomology,Ticks","computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring",0,189,0.0,0.16666666666666666,0.125,0.12916666666666665
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",A Computer Vision Approach to Combat Lyme Disease,Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","agriculture,computer vision,deep learning model,wheat disease",0,190,0.0,0.16666666666666666,0.125,0.12916666666666665
['tombe r'],"['gazzah s', 'bencharef o']","['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']",Tombe R,"Gazzah S,Bencharef O",Computer Vision for Smart Farming and Sustainable Agriculture,A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning",0,191,0.0,0.09523809523809523,0.18181818181818182,0.129004329004329
"['bhargava a', 'bansal a']","['luo c', 'pearson p', 'xu g', 'rich sm']","['novel', 'coronavirus', '(covid-19)', 'diagnosis', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques:', 'a', 'review']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['covid-19', 'computed tomography', 'computer vision', 'coronavirus', 'machine learning']","['computer vision', 'medical entomology', 'ticks']","Bhargava A,Bansal A","Luo C,Pearson P,Xu G,Rich SM",Novel coronavirus (COVID-19) diagnosis using computer vision and artificial intelligence techniques: a review,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"COVID-19,Computed tomography,Computer vision,Coronavirus,Machine learning","Computer vision,Medical entomology,Ticks",0,192,0.0,0.14285714285714285,0.14285714285714285,0.12857142857142856
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'dry eye disease']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"Computer vision syndrome,Dry eye disease","computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace",1,193,0.0,0.14285714285714285,0.14285714285714285,0.12857142857142856
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['shao h', 'pu j', 'mu j']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['covid-19', 'computer vision', 'radiology']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Punia R,Kumar L,Mujahid M,Rohilla R","Shao H,Pu J,Mu J",Computer vision and radiology for COVID-19 detection,Pig-posture recognition based on computer vision: Dataset and exploration,"COVID-19,Computer Vision,Radiology","Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition",0,194,0.0,0.14285714285714285,0.14285714285714285,0.12857142857142856
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['a', 'computer', 'vision', 'based', 'food', 'recognition', 'approach', 'for', 'controlling', 'inflammation', 'to', 'enhance', 'quality', 'of', 'life', 'of', 'psoriasis', 'patients']","['covid-19', 'computer vision', 'radiology']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']","Punia R,Kumar L,Mujahid M,Rohilla R","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",Computer vision and radiology for COVID-19 detection,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"COVID-19,Computer Vision,Radiology","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0,195,0.0,0.14285714285714285,0.14285714285714285,0.12857142857142856
